protein_id,viral_family
sp|P0DSY7|PG070_VAR67,Poxviridae
sp|P0DSY9|PG107_VAR67,Poxviridae
sp|P0DSZ1|PG097_VAR67,Poxviridae
sp|P0DSZ3|PG053_VAR67,Poxviridae
sp|P0DTA0|PG160_VAR67,Poxviridae
sp|P0DTA1|SODL_VAR67,Poxviridae
sp|P0DTP6|PG148_VAR67,Poxviridae
sp|P32990|VLTF1_VAR67,Poxviridae
sp|P32999|PG077_VAR67,Poxviridae
sp|P33004|PG100_VAR67,Poxviridae
sp|P33054|RP22_VAR67,Poxviridae
sp|P33055|PG104_VAR67,Poxviridae
sp|P33062|PG110_VAR67,Poxviridae
sp|P33812|RP35_VAR67,Poxviridae
sp|P33816|PG154_VAR67,Poxviridae
sp|P33825|PG037_VAR67,Poxviridae
sp|P33831|PG040_VAR67,Poxviridae
sp|P33842|PG146_VAR67,Poxviridae
sp|P33852|PG164_VAR67,Poxviridae
sp|P33854|PG170_VAR67,Poxviridae
sp|P33862|PG064_VAR67,Poxviridae
sp|P33865|PG049_VAR67,Poxviridae
sp|P33871|PG056_VAR67,Poxviridae
sp|P33876|PG176_VAR67,Poxviridae
sp|P34010|PG074_VAR67,Poxviridae
sp|P34011|ATI_VAR67,Poxviridae
sp|P34012|PG031_VAR67,Poxviridae
sp|P34016|PG001_VAR67,Poxviridae
sp|P34018|PG035_VAR67,Poxviridae
sp|Q07032|PG128_VAR67,Poxviridae
sp|Q89186|A40_VAR67,Poxviridae
sp|Q89489|PG153_VAR67,Poxviridae
sp|P0DON3|PG058_VAR67,Poxviridae
sp|P0DOO9|A47_VAR67,Poxviridae
sp|P0DOP5|PG055_VAR67,Poxviridae
sp|P0DOQ1|PG051_VAR67,Poxviridae
sp|P0DOR7|PG060_VAR67,Poxviridae
sp|P0DOR9|PG050_VAR67,Poxviridae
sp|P0DOS3|PG159_VAR67,Poxviridae
sp|P0DOT1|B17_VAR67,Poxviridae
sp|P0DSQ7|A49_VAR67,Poxviridae
sp|P0DSR5|VB18_VAR67,Poxviridae
sp|P0DSS9|PG189_VAR67,Poxviridae
sp|P0DST9|PG073_VAR67,Poxviridae
sp|P0DSU3|PG181_VAR67,Poxviridae
sp|P0DSU9|PG061_VAR67,Poxviridae
sp|P0DTP8|PG039_VAR67,Poxviridae
sp|P33794|3BHST_VAR67,Poxviridae
sp|P33859|PG034_VAR67,Poxviridae
sp|P33861|C10_VAR67,Poxviridae
sp|P33864|PG069_VAR67,Poxviridae
sp|P33868|PG052_VAR67,Poxviridae
sp|Q76QZ8|SEMA_VAR67,Poxviridae
sp|Q76QZ9|A37_VAR67,Poxviridae
sp|Q89183|A375_VAR67,Poxviridae
sp|Q89485|A35_VAR67,Poxviridae
sp|P20979|MCEL_VACCC,Poxviridae
sp|P20505|PG187_VACCC,Poxviridae
sp|P20540|PG095_VACCC,Poxviridae
sp|P20638|PG057_VACCC,Poxviridae
sp|P20993|PG143_VACCC,Poxviridae
sp|P21030|PG094_VACCC,Poxviridae
sp|P21082|RP30_VACCC,Poxviridae
sp|P68592|PG144_VACCC,Poxviridae
sp|P68639|VCP_VACCC,Poxviridae
sp|P0CK28|PG141_VACCC,Poxviridae
sp|P20492|DNLI_VACCC,Poxviridae
sp|P20493|RIR2_VACCC,Poxviridae
sp|P20494|VGF_VACCC,Poxviridae
sp|P20495|DUSP_VACCC,Poxviridae
sp|P20497|PG108_VACCC,Poxviridae
sp|P20502|NPH2_VACCC,Poxviridae
sp|P20503|RIR1_VACCC,Poxviridae
sp|P20508|CAHH_VACCC,Poxviridae
sp|P20509|DPOL_VACCC,Poxviridae
sp|P20534|PG145_VACCC,Poxviridae
sp|P20536|UNG_VACCC,Poxviridae
sp|P20632|PG039_VACCC,Poxviridae
sp|P20634|ETF1_VACCC,Poxviridae
sp|P20637|NTP1_VACCC,Poxviridae
sp|P20639|PG041_VACCC,Poxviridae
sp|P20978|HEMA_VACCC,Poxviridae
sp|P20985|PG132_VACCC,Poxviridae
sp|P20987|PG135_VACCC,Poxviridae
sp|P20990|PG139_VACCC,Poxviridae
sp|P20999|POXIN_VACCC,Poxviridae
sp|P21010|PG117_VACCC,Poxviridae
sp|P21011|PG121_VACCC,Poxviridae
sp|P21012|PG122_VACCC,Poxviridae
sp|P21033|MCE_VACCC,Poxviridae
sp|P21034|RP18_VACCC,Poxviridae
sp|P21046|PG067_VACCC,Poxviridae
sp|P21050|PG072_VACCC,Poxviridae
sp|P21057|PG162_VACCC,Poxviridae
sp|P21062|SEMA_VACCC,Poxviridae
sp|P21077|PG204_VACCC,Poxviridae
sp|P21079|PAP1_VACCC,Poxviridae
sp|P21081|PG065_VACCC,Poxviridae
sp|P21095|VPK2_VACCC,Poxviridae
sp|P21097|3BHS_VACCC,Poxviridae
sp|P21115|PG190_VACCC,Poxviridae
sp|P68318|VLTF3_VACCC,Poxviridae
sp|P68447|PG069_VACCC,Poxviridae
sp|P68564|KITH_VACCC,Poxviridae
sp|P68610|RP19_VACCC,Poxviridae
sp|P68616|PG161_VACCC,Poxviridae
sp|P68622|PG099_VACCC,Poxviridae
sp|P68634|DUT_VACCC,Poxviridae
sp|P68693|KTHY_VACCC,Poxviridae
sp|P68694|RP132_VACCC,Poxviridae
sp|P68697|TOP1_VACCC,Poxviridae
sp|P0CK20|PG128_VACCC,Poxviridae
sp|P0CK22|PG076_VACCC,Poxviridae
sp|P20496|PG107_VACCC,Poxviridae
sp|P20498|PG077_VACCC,Poxviridae
sp|P20499|PG079_VACCC,Poxviridae
sp|P20500|PG081_VACCC,Poxviridae
sp|P20501|PG083_VACCC,Poxviridae
sp|P20504|RP147_VACCC,Poxviridae
sp|P20531|SPI1_VACCC,Poxviridae
sp|P20532|PG040_VACCC,Poxviridae
sp|P20535|PG154_VACCC,Poxviridae
sp|P20537|PG042_VACCC,Poxviridae
sp|P20538|PG110_VACCC,Poxviridae
sp|P20539|PG112_VACCC,Poxviridae
sp|P20635|ETF2_VACCC,Poxviridae
sp|P20640|PG037_VACCC,Poxviridae
sp|P20641|PG036_VACCC,Poxviridae
sp|P20642|PG136_VACCC,Poxviridae
sp|P20643|PG129_VACCC,Poxviridae
sp|P20843|PG096_VACCC,Poxviridae
sp|P20980|MCES_VACCC,Poxviridae
sp|P20981|VP8_VACCC,Poxviridae
sp|P20982|VLTF2_VACCC,Poxviridae
sp|P20983|PG130_VACCC,Poxviridae
sp|P20986|VTF3S_VACCC,Poxviridae
sp|P20988|PG137_VACCC,Poxviridae
sp|P20989|PG138_VACCC,Poxviridae
sp|P20991|PG140_VACCC,Poxviridae
sp|P20992|PG142_VACCC,Poxviridae
sp|P20994|PG146_VACCC,Poxviridae
sp|P20995|PG148_VACCC,Poxviridae
sp|P20996|PG147_VACCC,Poxviridae
sp|P20997|RUVV_VACCC,Poxviridae
sp|P20998|VITF3_VACCC,Poxviridae
sp|P21004|PG193_VACCC,Poxviridae
sp|P21007|PG197_VACCC,Poxviridae
sp|P21008|PG114_VACCC,Poxviridae
sp|P21009|PG115_VACCC,Poxviridae
sp|P21013|PG047_VACCC,Poxviridae
sp|P21014|PG049_VACCC,Poxviridae
sp|P21016|PG051_VACCC,Poxviridae
sp|P21022|PG085_VACCC,Poxviridae
sp|P21026|PG089_VACCC,Poxviridae
sp|P21027|PG091_VACCC,Poxviridae
sp|P21028|G7_VACCC,Poxviridae
sp|P21031|PG097_VACCC,Poxviridae
sp|P21032|PG100_VACCC,Poxviridae
sp|P21038|PG031_VACCC,Poxviridae
sp|P21040|PG029_VACCC,Poxviridae
sp|P21042|PG025_VACCC,Poxviridae
sp|P21047|PG068_VACCC,Poxviridae
sp|P21049|PG070_VACCC,Poxviridae
sp|P21053|PG056_VACCC,Poxviridae
sp|P21054|PG035_VACCC,Poxviridae
sp|P21058|PG163_VACCC,Poxviridae
sp|P21061|PG166_VACCC,Poxviridae
sp|P21063|A40_VACCC,Poxviridae
sp|P21064|PG170_VACCC,Poxviridae
sp|P21065|PG172_VACCC,Poxviridae
sp|P21066|PG176_VACCC,Poxviridae
sp|P21068|A49_VACCC,Poxviridae
sp|P21070|A52_VACCC,Poxviridae
sp|P21073|KBTB1_VACCC,Poxviridae
sp|P21080|PG064_VACCC,Poxviridae
sp|P21083|PG104_VACCC,Poxviridae
sp|P21087|RP35_VACCC,Poxviridae
sp|P21089|PG200_VACCC,Poxviridae
sp|P21090|PG001_VACCC,Poxviridae
sp|P21092|PG038_VACCC,Poxviridae
sp|P21093|PG074_VACCC,Poxviridae
sp|P21098|KRB2_VACCC,Poxviridae
sp|P21106|C22L_VACCC,Poxviridae
sp|P21114|A26_VACCC,Poxviridae
sp|P21132|SODL_VACCC,Poxviridae
sp|P68439|RAP94_VACCC,Poxviridae
sp|P68441|PG125_VACCC,Poxviridae
sp|P68450|PG045_VACCC,Poxviridae
sp|P68452|PG053_VACCC,Poxviridae
sp|P68454|PG062_VACCC,Poxviridae
sp|P68457|PG087_VACCC,Poxviridae
sp|P68459|PG086_VACCC,Poxviridae
sp|P68461|GLRX2_VACCC,Poxviridae
sp|P68463|PG082_VACCC,Poxviridae
sp|P68467|PG044_VACCC,Poxviridae
sp|P68595|PG157_VACCC,Poxviridae
sp|P68599|PG027_VACCC,Poxviridae
sp|P68604|PG078_VACCC,Poxviridae
sp|P68608|RP22_VACCC,Poxviridae
sp|P68612|VLTF1_VACCC,Poxviridae
sp|P68614|PG160_VACCC,Poxviridae
sp|P68618|PG164_VACCC,Poxviridae
sp|P68632|PG155_VACCC,Poxviridae
sp|P68690|GLRX1_VACCC,Poxviridae
sp|P68695|PROF_VACCC,Poxviridae
sp|P20510|YVAA_VACCC,Poxviridae
sp|P20511|YVAB_VACCC,Poxviridae
sp|P20512|YVAC_VACCC,Poxviridae
sp|P20513|YVAD_VACCC,Poxviridae
sp|P20514|YVAE_VACCC,Poxviridae
sp|P20515|YVAF_VACCC,Poxviridae
sp|P20516|YVAG_VACCC,Poxviridae
sp|P20517|YVAH_VACCC,Poxviridae
sp|P20518|YVAI_VACCC,Poxviridae
sp|P20519|YVAJ_VACCC,Poxviridae
sp|P20520|YVAK_VACCC,Poxviridae
sp|P20523|YVAN_VACCC,Poxviridae
sp|P20524|YVAO_VACCC,Poxviridae
sp|P20525|YVAP_VACCC,Poxviridae
sp|P20526|YVAQ_VACCC,Poxviridae
sp|P20527|YVAR_VACCC,Poxviridae
sp|P20530|YVAU_VACCC,Poxviridae
sp|P20542|YVBB_VACCC,Poxviridae
sp|P20543|YVBC_VACCC,Poxviridae
sp|P20546|YVBF_VACCC,Poxviridae
sp|P20547|YVBG_VACCC,Poxviridae
sp|P20548|YVBH_VACCC,Poxviridae
sp|P20549|YVBI_VACCC,Poxviridae
sp|P20550|YVDA_VACCC,Poxviridae
sp|P20551|YVDB_VACCC,Poxviridae
sp|P20552|YVDC_VACCC,Poxviridae
sp|P20553|YVDI_VACCC,Poxviridae
sp|P20554|YVEB_VACCC,Poxviridae
sp|P20555|YVEC_VACCC,Poxviridae
sp|P20556|YVED_VACCC,Poxviridae
sp|P20557|YVEE_VACCC,Poxviridae
sp|P20558|YVEF_VACCC,Poxviridae
sp|P20559|YVFA_VACCC,Poxviridae
sp|P20560|YVFB_VACCC,Poxviridae
sp|P20561|YVFC_VACCC,Poxviridae
sp|P20562|YVFD_VACCC,Poxviridae
sp|P20563|YVFE_VACCC,Poxviridae
sp|P20564|YVFF_VACCC,Poxviridae
sp|P20565|YVGA_VACCC,Poxviridae
sp|P20566|YVGB_VACCC,Poxviridae
sp|P20567|YVHA_VACCC,Poxviridae
sp|P20568|YVIA_VACCC,Poxviridae
sp|P20569|YVKA_VACCC,Poxviridae
sp|P20570|YVKB_VACCC,Poxviridae
sp|P20841|SPI2A_VACCC,Poxviridae
sp|P20842|SPI2B_VACCC,Poxviridae
sp|P21000|SLFN_VACCC,Poxviridae
sp|P21001|PG189_VACCC,Poxviridae
sp|P21005|PG195_VACCC,Poxviridae
sp|P21017|PG052_VACCC,Poxviridae
sp|P21019|PG058_VACCC,Poxviridae
sp|P21020|PG060_VACCC,Poxviridae
sp|P21021|PG061_VACCC,Poxviridae
sp|P21036|PG034_VACCC,Poxviridae
sp|P21037|VC02_VACCC,Poxviridae
sp|P21039|PG030_VACCC,Poxviridae
sp|P21041|C8_VACCC,Poxviridae
sp|P21043|C10_VACCC,Poxviridae
sp|P21044|C13_VACCC,Poxviridae
sp|P21045|VC14_VACCC,Poxviridae
sp|P21052|PG055_VACCC,Poxviridae
sp|P21060|PG165_VACCC,Poxviridae
sp|P21067|A47_VACCC,Poxviridae
sp|P21069|PG181_VACCC,Poxviridae
sp|P21071|A53_VACCC,Poxviridae
sp|P21074|A57_VACCC,Poxviridae
sp|P21075|B17_VACCC,Poxviridae
sp|P21076|VB18_VACCC,Poxviridae
sp|P21078|VB20_VACCC,Poxviridae
sp|P21084|K5_VACCC,Poxviridae
sp|P21085|YVEA_VACCC,Poxviridae
sp|P21096|PG159_VACCC,Poxviridae
sp|P21099|VC15_VACCC,Poxviridae
sp|P21100|PG005_VACCC,Poxviridae
sp|P21101|VC17_VACCC,Poxviridae
sp|P21102|VC18_VACCC,Poxviridae
sp|P21103|PG003_VACCC,Poxviridae
sp|P21104|C20L_VACCC,Poxviridae
sp|P21105|VC21_VACCC,Poxviridae
sp|P21113|ATI3_VACCC,Poxviridae
sp|P21116|IL1BP_VACCC,Poxviridae
sp|P21119|YVCA_VACCC,Poxviridae
sp|P21120|YVCB_VACCC,Poxviridae
sp|P21121|YVCC_VACCC,Poxviridae
sp|P21122|YVCD_VACCC,Poxviridae
sp|P21123|YVCE_VACCC,Poxviridae
sp|P68443|PG191_VACCC,Poxviridae
sp|P68445|PG192_VACCC,Poxviridae
sp|P68449|PG073_VACCC,Poxviridae
sp|P68465|K6_VACCC,Poxviridae
sp|P68473|YVBA_VACCC,Poxviridae
sp|P68475|YVBD_VACCC,Poxviridae
sp|P68477|YVBE_VACCC,Poxviridae
sp|P68479|YVDD_VACCC,Poxviridae
sp|P68481|YVDE_VACCC,Poxviridae
sp|P68483|YVDF_VACCC,Poxviridae
sp|P68485|YVDG_VACCC,Poxviridae
sp|P68487|YVDH_VACCC,Poxviridae
sp|P68489|YVD1_VACCC,Poxviridae
sp|P68491|YVD2_VACCC,Poxviridae
sp|P68601|PG050_VACCC,Poxviridae
sp|P68620|VA54_VACCC,Poxviridae
sp|P68624|YVAL_VACCC,Poxviridae
sp|P68626|YVAM_VACCC,Poxviridae
sp|P68628|YVAS_VACCC,Poxviridae
sp|P68630|YVAT_VACCC,Poxviridae
sp|P68687|VB10_VACCC,Poxviridae
sp|K9N4V7|NCAP_MERS1,Coronaviridae
sp|K9N5Q8|SPIKE_MERS1,Coronaviridae
sp|K9N638|R1A_MERS1,Coronaviridae
sp|K9N7C7|R1AB_MERS1,Coronaviridae
sp|K9N643|ORF4B_MERS1,Coronaviridae
sp|K9N7A1|VME1_MERS1,Coronaviridae
sp|K9N4V0|ORF4A_MERS1,Coronaviridae
sp|K9N5R3|VEMP_MERS1,Coronaviridae
sp|K9N7D2|ORF5_MERS1,Coronaviridae
sp|K9N796|ORF3_MERS1,Coronaviridae
sp|P0DTC1|R1A_SARS2,Coronaviridae
sp|P0DTC2|SPIKE_SARS2,Coronaviridae
sp|P0DTC3|AP3A_SARS2,Coronaviridae
sp|P0DTC4|VEMP_SARS2,Coronaviridae
sp|P0DTC5|VME1_SARS2,Coronaviridae
sp|P0DTC6|NS6_SARS2,Coronaviridae
sp|P0DTC7|NS7A_SARS2,Coronaviridae
sp|P0DTC8|NS8_SARS2,Coronaviridae
sp|P0DTC9|NCAP_SARS2,Coronaviridae
sp|P0DTD1|R1AB_SARS2,Coronaviridae
sp|P0DTD2|ORF9B_SARS2,Coronaviridae
sp|P0DTD8|NS7B_SARS2,Coronaviridae
sp|P0DTD3|ORF9C_SARS2,Coronaviridae
sp|A0A663DJA2|ORF10_SARS2,Coronaviridae
sp|P0DTF1|ORF3B_SARS2,Coronaviridae
sp|P0DTG0|ORF3D_SARS2,Coronaviridae
sp|P0DTG1|ORF3C_SARS2,Coronaviridae
sp|P03437|HEMA_I68A0,Orthomyxoviridae
sp|Q76V12|M2_I68A0,Orthomyxoviridae
sp|Q75VQ4|NRAM_I68A0,Orthomyxoviridae
sp|P69277|NS1_I68A0,Orthomyxoviridae
sp|Q67157|M1_I68A0,Orthomyxoviridae
sp|Q02600|NEP_I68A0,Orthomyxoviridae
sp|D0EZM8|NS1_HBOC1,Parvoviridae
sp|Q3YPH4|CAPSD_HBOC1,Parvoviridae
sp|Q3YPH5|NP1_HBOC1,Parvoviridae
sp|P25466|HN_PI2HT,Paramyxoviridae
sp|P26676|L_PI2HT,Paramyxoviridae
sp|P21737|NCAP_PI2HT,Paramyxoviridae
sp|P23056|PHOSP_PI2HT,Paramyxoviridae
sp|P23057|V_PI2HT,Paramyxoviridae
sp|P26629|FUS_PI2HT,Paramyxoviridae
sp|P24266|MATRX_PI2HT,Paramyxoviridae
sp|P03474|NRAM_INBLE,Orthomyxoviridae
sp|P03502|NS1_INBLE,Orthomyxoviridae
sp|P03460|HEMA_INBLE,Orthomyxoviridae
sp|P03493|BM2_INBLE,Orthomyxoviridae
sp|P04665|NCAP_INBLE,Orthomyxoviridae
sp|P06817|VNB_INBLE,Orthomyxoviridae
sp|Q9QLI9|PA_INBLE,Orthomyxoviridae
sp|P07832|RDRP_INBLE,Orthomyxoviridae
sp|Q9QLL6|PB2_INBLE,Orthomyxoviridae
sp|P03489|M1_INBLE,Orthomyxoviridae
sp|P03511|NEP_INBLE,Orthomyxoviridae
sp|P03243|E1B55_ADE05,Adenoviridae
sp|P03255|E1A_ADE05,Adenoviridae
sp|P03265|DNB2_ADE05,Adenoviridae
sp|P04499|TERM_ADE05,Adenoviridae
sp|P24937|CAP6_ADE05,Adenoviridae
sp|P24940|SF33K_ADE05,Adenoviridae
sp|P03246|E1BS_ADE05,Adenoviridae
sp|P03253|PRO_ADE05,Adenoviridae
sp|P03271|PKG1_ADE05,Adenoviridae
sp|P04133|CAPSH_ADE05,Adenoviridae
sp|P04494|E3GL_ADE05,Adenoviridae
sp|P04495|DPOL_ADE05,Adenoviridae
sp|P12537|CAP3_ADE05,Adenoviridae
sp|P12538|CAPSP_ADE05,Adenoviridae
sp|P24933|SHUT_ADE05,Adenoviridae
sp|P24936|CAP8_ADE05,Adenoviridae
sp|P24938|CORE5_ADE05,Adenoviridae
sp|P68951|NP_ADE05,Adenoviridae
sp|Q2KS03|PKG2_ADE05,Adenoviridae
sp|P03281|CAP9_ADE05,Adenoviridae
sp|P04496|PKG3_ADE05,Adenoviridae
sp|P06498|E3B14_ADE05,Adenoviridae
sp|P11818|SPIKE_ADE05,Adenoviridae
sp|Q2KS10|COR10_ADE05,Adenoviridae
sp|A8W995|UXP_ADE05,Adenoviridae
sp|P04489|E411_ADE05,Adenoviridae
sp|P04493|E3145_ADE05,Adenoviridae
sp|P06497|E310_ADE05,Adenoviridae
sp|P17590|E311_ADE05,Adenoviridae
sp|P06496|E312_ADE05,Adenoviridae
sp|Q6WB93|L_HMPVC,Pneumoviridae
sp|Q6WB97|M21_HMPVC,Pneumoviridae
sp|Q6WB94|VGLG_HMPVC,Pneumoviridae
sp|Q6WB98|FUS_HMPVC,Pneumoviridae
sp|Q6WB95|SH_HMPVC,Pneumoviridae
sp|Q6WB96|M22_HMPVC,Pneumoviridae
sp|Q6WB99|MATRX_HMPVC,Pneumoviridae
sp|Q8B9Q8|PHOSP_HMPVC,Pneumoviridae
sp|Q6WBA1|NCAP_HMPVC,Pneumoviridae
sp|P0C6U8|R1A_SARS,Coronaviridae
sp|P0C6X7|R1AB_SARS,Coronaviridae
sp|P59594|SPIKE_SARS,Coronaviridae
sp|P59595|NCAP_SARS,Coronaviridae
sp|P59596|VME1_SARS,Coronaviridae
sp|P59632|AP3A_SARS,Coronaviridae
sp|P59634|NS6_SARS,Coronaviridae
sp|P59635|NS7A_SARS,Coronaviridae
sp|P59636|ORF9B_SARS,Coronaviridae
sp|P59637|VEMP_SARS,Coronaviridae
sp|P59633|NS3B_SARS,Coronaviridae
sp|Q80H93|NS8B_SARS,Coronaviridae
sp|Q7TFA1|NS7B_SARS,Coronaviridae
sp|Q7TLC7|Y14_SARS,Coronaviridae
sp|Q7TFA0|NS8A_SARS,Coronaviridae
sp|O36634|FUS_HRSVB,Pneumoviridae
sp|O36635|L_HRSVB,Pneumoviridae
sp|O36632|SH_HRSVB,Pneumoviridae
sp|O36633|GLYC_HRSVB,Pneumoviridae
sp|O42038|NS2_HRSVB,Pneumoviridae
sp|O42049|MATRX_HRSVB,Pneumoviridae
sp|O42050|M21_HRSVB,Pneumoviridae
sp|O42053|NCAP_HRSVB,Pneumoviridae
sp|O42062|PHOSP_HRSVB,Pneumoviridae
sp|O42083|NS1_HRSVB,Pneumoviridae
sp|O42047|M22_HRSVB,Pneumoviridae
sp|P07210|POLG_HRV8A,Picornaviridae
sp|P03428|PB2_I34A1,Orthomyxoviridae
sp|P03431|RDRP_I34A1,Orthomyxoviridae
sp|P03433|PA_I34A1,Orthomyxoviridae
sp|P03452|HEMA_I34A1,Orthomyxoviridae
sp|P03466|NCAP_I34A1,Orthomyxoviridae
sp|P03468|NRAM_I34A1,Orthomyxoviridae
sp|P03485|M1_I34A1,Orthomyxoviridae
sp|P03496|NS1_I34A1,Orthomyxoviridae
sp|P06821|M2_I34A1,Orthomyxoviridae
sp|P0C0U1|PB1F2_I34A1,Orthomyxoviridae
sp|P03508|NEP_I34A1,Orthomyxoviridae
sp|P0CK64|PAX_I34A1,Orthomyxoviridae
sp|P0DOG6|PB2S1_I34A1,Orthomyxoviridae
sp|P04578|ENV_HV1H2,Retroviridae
sp|P04585|POL_HV1H2,Retroviridae
sp|P04591|GAG_HV1H2,Retroviridae
sp|P04601|NEF_HV1H2,Retroviridae
sp|P04608|TAT_HV1H2,Retroviridae
sp|P04618|REV_HV1H2,Retroviridae
sp|P05919|VPU_HV1H2,Retroviridae
sp|P69723|VIF_HV1H2,Retroviridae
sp|P69726|VPR_HV1H2,Retroviridae
sp|P03346|GAG_HTLV2,Retroviridae
sp|P03353|PRO_HTLV2,Retroviridae
sp|P03363|POL_HTLV2,Retroviridae
sp|P03383|ENV_HTLV2,Retroviridae
sp|P03410|TAX_HTLV2,Retroviridae
sp|Q85601|REX_HTLV2,Retroviridae
sp|P18094|ENV_HV2BE,Retroviridae
sp|P18095|GAG_HV2BE,Retroviridae
sp|P18096|POL_HV2BE,Retroviridae
sp|P18092|NEF_HV2BE,Retroviridae
sp|P18093|REV_HV2BE,Retroviridae
sp|P18097|VIF_HV2BE,Retroviridae
sp|P18098|TAT_HV2BE,Retroviridae
sp|P18099|VPX_HV2BE,Retroviridae
sp|P18100|VPR_HV2BE,Retroviridae
sp|P03345|GAG_HTL1A,Retroviridae
sp|P03362|POL_HTL1A,Retroviridae
sp|P03409|TAX_HTL1A,Retroviridae
sp|P0C205|REX_HTL1A,Retroviridae
sp|P0C746|HBZ_HTL1A,Retroviridae
sp|P10274|PRO_HTL1A,Retroviridae
sp|P03381|ENV_HTL1A,Retroviridae
sp|P0C214|P30II_HTL1A,Retroviridae
sp|P0C215|P12I_HTL1A,Retroviridae
